Label,Preds
[[142.4605    14.247434 139.6606    16.248348  46.386288  46.971813]],[[146.6576    16.847689 143.36023   14.880653  47.94214   48.56157 ]]
[[142.47804   14.24449  139.67845   16.248793  46.39492   46.964123]],[[146.74911   16.686733 143.4964    14.799831  47.936268  48.484863]]
[[142.50543   14.242578 139.70573   16.254456  46.398945  46.949665]],[[146.83626   16.52161  143.629     14.730406  47.93352   48.4104  ]]
[[142.53424   14.242692 139.73404   16.260088  46.398407  46.929314]],[[146.91951   16.350737 143.75914   14.666824  47.929058  48.334885]]
[[142.55829   14.238551 139.75917   16.256754  46.391567  46.902622]],[[146.9996    16.177088 143.886     14.622369  47.93031   48.26487 ]]
[[142.59      14.232075 139.79265   16.252195  46.377903  46.86819 ]],[[147.07704   16.002224 144.00986   14.59465   47.938747  48.201935]]
[[142.62135   14.213323 139.8299    16.242586  46.36676   46.838753]],[[147.1459    15.837154 144.12161   14.592718  47.965565  48.15674 ]]
[[142.66289   14.188416 139.87973   16.236147  46.355217  46.807957]],[[147.21083   15.676889 144.22775   14.604556  48.00175   48.12265 ]]
[[142.71347   14.152445 139.94174   16.231897  46.342293  46.774666]],[[147.26836   15.529455 144.3227    14.630227  48.052242  48.10426 ]]
[[142.76425   14.11235  140.00583   16.221636  46.321297  46.733063]],[[147.32494   15.373467 144.41794   14.680211  48.105434  48.089607]]
[[142.82272   14.062121 140.0808    16.2164    46.296482  46.687477]],[[147.38672   15.203836 144.52127   14.747797  48.158047  48.074436]]
[[142.89221   14.007463 140.16788   16.2111    46.263607  46.62956 ]],[[147.45506   15.016748 144.63557   14.82443   48.201748  48.052612]]
[[142.95702   13.944137 140.25352   16.197083  46.222706  46.563076]],[[147.52412   14.825904 144.75153   14.911234  48.24622   48.032402]]
[[143.03593   13.877163 140.35574   16.18878   46.172337  46.482914]],[[147.58641   14.639643 144.85977   15.001392  48.28609   48.01196 ]]
[[143.11919   13.794299 140.467     16.174477  46.11799   46.39466 ]],[[147.65393   14.442136 144.97498   15.119766  48.327248  47.99382 ]]
[[143.20148   13.696917 140.58205   16.149681  46.05767   46.298992]],[[147.73076   14.227522 145.1046    15.247889  48.365967  47.97922 ]]
[[143.28496   13.585276 140.70282   16.114326  45.985676  46.186462]],[[147.81493   13.995427 145.24892   15.356369  48.397316  47.963867]]
[[143.3734    13.464136 140.8307    16.077875  45.90295   46.06271 ]],[[147.8896    13.760354 145.38568   15.445122  48.412197  47.93608 ]]
[[143.46396   13.321721 140.96611   16.035631  45.812283  45.931587]],[[147.97798   13.487856 145.54532   15.552929  48.40881   47.89106 ]]
[[143.57265   13.167804 141.12338   16.005785  45.707207  45.787388]],[[148.0621    13.194111 145.70581   15.675944  48.394222  47.838737]]
[[143.67137   12.993332 141.27702   15.958925  45.59826   45.63532 ]],[[148.14244   12.866237 145.87167   15.7967    48.358868  47.767017]]
[[143.77959   12.805712 141.44296   15.917479  45.46727   45.463665]],[[148.22884   12.50774  146.05258   15.903242  48.28855   47.671364]]
[[143.89832   12.596125 141.6254    15.879236  45.328014  45.28825 ]],[[148.37138    12.159882  146.29575    15.9291935  48.071854   47.471603 ]]
[[144.01889   12.363695 141.81586   15.83688   45.18239   45.108295]],[[148.51907   11.774456 146.55411   15.953678  47.797657  47.22563 ]]
[[144.1406    12.10794  142.01279   15.801627  45.034645  44.940666]],[[148.65892   11.359209 146.81165   15.988612  47.484097  46.947968]]
[[144.27142   11.83239  142.22377   15.764283  44.87693   44.757908]],[[148.77954   10.923887 147.05482   16.033192  47.12663   46.643524]]
[[144.40517   11.532929 142.44139   15.719698  44.70934   44.5685  ]],[[148.88942   10.478759 147.28929   16.097633  46.71883   46.320126]]
[[144.54504   11.212929 142.6695    15.67395   44.528263  44.36867 ]],[[148.96564   10.077883 147.47629   16.194315  46.34773   46.04583 ]]
[[144.69994   10.874281 142.91576   15.634394  44.334644  44.16159 ]],[[149.01237    9.708504 147.62549   16.318533  45.94241   45.784687]]
[[144.86177   10.523539 143.17342   15.597249  44.134205  43.951492]],[[149.02663    9.359909 147.73674   16.466866  45.49747   45.522972]]
[[145.02501   10.158592 143.43637   15.550558  43.91236   43.72359 ]],[[149.05414    9.01117  147.86188   16.610847  44.96226   45.216515]]
[[145.19328    9.783404 143.70601   15.494711  43.674854  43.483147]],[[149.05516    8.6814   147.95396   16.7497    44.416973  44.901543]]
[[145.36133    9.393606 143.97725   15.431705  43.426395  43.23676 ]],[[149.02507    8.410068 147.99686   16.875385  43.93735   44.62641 ]]
[[145.53004    8.997671 144.24995   15.356275  43.158848  42.97403 ]],[[148.95775    8.179839 147.99057   16.995722  43.4892    44.367058]]
[[145.69997    8.600953 144.52357   15.270197  42.88033   42.70384 ]],[[148.84325    8.041457 147.91208   17.110296  43.163532  44.192974]]
[[145.87376    8.202543 144.80183   15.179692  42.59068   42.426342]],[[148.79648    7.86062  147.91751   17.124456  42.76705   43.95816 ]]
[[146.0497     7.801283 145.08247   15.073803  42.28062   42.132286]],[[148.78246    7.649051 147.96742   17.064049  42.37717   43.721718]]
[[146.22571    7.414506 145.36194   14.955005  41.961407  41.833817]],[[148.84755     7.3722773 148.10617    17.004725   42.060284   43.386642 ]]
[[146.40866    7.034124 145.64735   14.832974  41.62726   41.525055]],[[148.92467     7.0803733 148.26233    16.910826   41.720448   43.022697 ]]
[[146.58272     6.6751184 145.92055    14.688478   41.281178   41.204777 ]],[[149.1517     6.712232 148.5972    16.628056  41.381435  42.600746]]
[[146.7543      6.3334427 146.18669    14.528031   40.91429    40.864647 ]],[[149.47339     6.2753425 149.04971    16.224596   40.985493   42.089317 ]]
[[146.9168     6.013982 146.44029   14.338887  40.532215  40.508404]],[[149.82945   5.79909 149.54929  15.75032  40.54153  41.51377]]
[[147.07014    5.717152 146.68214   14.119298  40.142475  40.146416]],[[150.13713     5.3555827 149.99173    15.266143   40.172817   41.00933  ]]
[[147.22008    5.446704 146.91553   13.880478  39.734726  39.7667  ]],[[150.41454    5.221046 150.32106   14.767065  39.72935   40.507347]]
[[147.36926    5.202339 147.14265   13.608081  39.303326  39.36239 ]],[[150.6357      5.2218657 150.55814    14.239803   39.255207   40.00441  ]]
[[147.51836     4.9904094 147.36185    13.304104   38.854828   38.9392   ]],[[150.82063     5.2204986 150.75998    13.715495   38.781406   39.498184 ]]
[[147.6669      4.811133  147.57364    12.9471035  38.39332    38.502    ]],[[150.95699     5.2207904 150.91357    13.189364   38.3279     39.00336  ]]
[[147.80913     4.6707163 147.76959    12.543416   37.920113   38.05212  ]],[[151.0185     5.228044 150.9915    12.676777  37.963707  38.580338]]
[[147.94339    4.562204 147.95103   12.103985  37.434402  37.5859  ]],[[151.06172     5.2363997 151.05008    12.193904   37.578766   38.143536 ]]
[[148.0633      4.4898047 148.11015    11.635427   36.933266   37.10446  ]],[[151.07887     5.2505727 151.0816     11.693167   37.10896    37.625874 ]]
[[148.1812     4.452883 148.25877   11.119203  36.412296  36.590664]],[[151.08615     5.2653694 151.10225    11.216863   36.607037   37.083923 ]]
[[148.28575    4.446282 148.38838   10.58477   35.88387   36.06692 ]],[[151.09189    5.280598 151.12009   10.762857  36.05058   36.499   ]]
[[148.38928     4.4843197 148.50613    10.05307    35.344936   35.533047 ]],[[151.11418     5.2957377 151.15448    10.279682   35.437527   35.862617 ]]
[[148.47716     4.5523057 148.60172     9.535396   34.8005     35.005226 ]],[[151.1454      5.3228087 151.1984      9.717949   34.87273    35.24505  ]]
[[148.5568      4.6456294 148.68361     8.975724   34.249172   34.450737 ]],[[151.12218     5.3853936 151.18039     9.093856   34.34065    34.644592 ]]
[[148.64687     4.7722597 148.76794     8.457512   33.689262   33.9021   ]],[[151.08818     5.5158377 151.13446     8.453195   33.804306   34.043793 ]]
[[148.72961     4.9259562 148.83835     7.96766    33.12778    33.361385 ]],[[151.05022     5.655461  151.08124     7.8503375  33.261707   33.442955 ]]
[[148.81117     5.117055  148.89929     7.4876585  32.5603     32.809475 ]],[[151.00146    5.790458 151.01651    7.321881  32.775784  32.905823]]
[[148.88731    5.325978 148.95067    7.011835  31.978497  32.233852]],[[150.94641     5.9659104 150.9361      6.817781   32.324093   32.399532 ]]
[[148.95306     5.56336   148.9848      6.5491896  31.388878   31.643524 ]],[[150.8614     6.22568  150.80911    6.231197  31.817488  31.821161]]
[[149.0159     5.821185 149.01157    6.114812  30.797411  31.05086 ]],[[150.81715    6.495444 150.71942    5.691916  31.284447  31.225481]]
[[149.07478     6.0984297 149.03017     5.7027154  30.204668   30.454313 ]],[[150.83237     6.8093286 150.68695     5.246506   30.673931   30.539484 ]]
[[149.12129     6.39376   149.03316     5.3212028  29.610731   29.859476 ]],[[150.87334     7.074347  150.6908      5.0435586  30.186937   29.988735 ]]
[[149.16827     6.703322  149.03296     4.9777565  29.01889    29.266912 ]],[[150.91591     7.3133216 150.70065     4.933396   29.746244   29.489426 ]]
[[149.20743    7.016392 149.02338    4.656848  28.431648  28.676107]],[[150.94247     7.5460505 150.69617     4.8284683  29.27901    28.959343 ]]
[[149.24196     7.3354673 149.00745     4.3679     27.843927   28.084219 ]],[[150.98308     7.759153  150.70764     4.7777867  28.800844   28.422543 ]]
[[149.27235     7.656752  148.98643     4.1271176  27.261517   27.498386 ]],[[151.0202      7.9563365 150.7167      4.7668777  28.328415   27.896782 ]]
[[149.30426     7.9762144 148.96577     3.928033   26.694452   26.921665 ]],[[151.05362     8.153461  150.72055     4.7755904  27.861155   27.379517 ]]
[[149.33685     8.291328  148.94601     3.7721765  26.138443   26.354002 ]],[[151.11674     8.372344  150.75055     4.8055716  27.322575   26.78945  ]]
[[149.37233     8.609123  148.92775     3.6634002  25.590946   25.79068  ]],[[151.19281    8.59527  150.79114    4.868863  26.7701    26.196037]]
[[149.38974    8.911516 148.89336    3.571214  25.063349  25.23228 ]],[[151.27501    8.810812 150.83759    4.958836  26.227753  25.624828]]
[[149.41748     9.202156  148.8697      3.5435452  24.545088   24.682312 ]],[[151.3677     9.014437 150.89523    5.069713  25.708736  25.089024]]
[[149.44743     9.46784   148.8521      3.5581725  24.047056   24.148687 ]],[[151.48117    9.206176 150.97478    5.205031  25.205694  24.579525]]
[[149.47792     9.71814   148.83705     3.6168692  23.570633   23.634888 ]],[[151.62547    9.388191 151.08627    5.388859  24.706589  24.082401]]
[[149.51541     9.953111  148.82939     3.7268014  23.111517   23.14058  ]],[[151.75706     9.563883  151.18547     5.5910697  24.212198   23.60714  ]]
[[149.55193    10.166159  148.82492     3.8861809  22.662043   22.652927 ]],[[151.86305    9.725455 151.26053    5.790731  23.754555  23.181503]]
[[149.59302   10.363629 148.82687    4.095398  22.234217  22.198082]],[[151.96997     9.8953705 151.33511     5.967404   23.290747   22.754883 ]]
[[149.64235    10.548617  148.83969     4.3636723  21.824406   21.771795 ]],[[152.10844    10.087799  151.43776     6.1304803  22.787884   22.290094 ]]
[[149.69447    10.712843  148.85919     4.6802053  21.432777   21.376139 ]],[[152.31274   10.356139 151.59503    6.256645  22.101318  21.636583]]
[[149.7452     10.863507  148.8792      5.0429716  21.065855   21.01918  ]],[[152.50066   10.610287 151.73756    6.358311  21.465288  21.0383  ]]
[[149.79498   10.993811 148.90001    5.433836  20.71502   20.686111]],[[152.67091    10.852345  151.86443     6.4300437  20.87108    20.483374 ]]
[[149.84889    11.106868  148.92685     5.8591685  20.391527   20.39195  ]],[[152.82283    11.073469  151.97609     6.4929514  20.336285   19.989326 ]]
[[149.9011     11.193209  148.95732     6.3194995  20.082169   20.12375  ]],[[152.94609    11.28448   152.0607      6.5377183  19.826012   19.522715 ]]
[[149.95427    11.275463  148.9907      6.7943425  19.798439   19.883251 ]],[[153.05594    11.50177   152.13142     6.5616317  19.28521    19.028427 ]]
[[150.0103     11.346197  149.02943     7.2874794  19.540726   19.673878 ]],[[153.13002   11.696382 152.17043    6.568494  18.811106  18.600864]]
[[150.06755    11.404506  149.07162     7.7920523  19.305326   19.488976 ]],[[153.18816    11.876259  152.19633     6.5627594  18.39019    18.227058 ]]
[[150.12534    11.4495325 149.11714     8.292489   19.090496   19.322535 ]],[[153.22487   11.952745 152.2113     6.680562  18.382484  18.247128]]
[[150.18465   11.493192 149.16689    8.783565  18.904757  19.180954]],[[153.25972    12.015129  152.2269      6.8209906  18.40996    18.31412  ]]
[[150.24385    11.5237465 149.21849     9.263347   18.736359   19.055939 ]],[[153.29294   12.039752 152.24469    7.173692  18.413614  18.477715]]
[[150.29466   11.549831 149.263      9.71694   18.594929  18.954636]],[[153.31738   12.062578 152.25456    7.518109  18.418158  18.634218]]
[[150.34805   11.562235 149.31268   10.140188  18.467184  18.858479]],[[153.32657   12.079594 152.25066    7.863567  18.418457  18.782019]]
[[150.4054     11.5655575 149.37027    10.531125   18.356052   18.773386 ]],[[153.31873   12.088647 152.23122    8.222286  18.414118  18.924168]]
[[150.46602   11.567028 149.43008   10.889345  18.26895   18.711931]],[[153.29103   12.088053 152.1931     8.610885  18.403324  19.065006]]
[[150.52542   11.554014 149.49121   11.201529  18.193846  18.653614]],[[153.22029   12.063563 152.11557    9.043642  18.382423  19.215666]]
[[150.582     11.528657 149.55179   11.463771  18.130459  18.605316]],[[153.12209   12.019426 152.01505    9.482187  18.354797  19.360836]]
[[150.63518   11.504566 149.608     11.684652  18.086712  18.57644 ]],[[153.0082    11.948315 151.904      9.924225  18.336393  19.504438]]
[[150.6859    11.489086 149.6601    11.872596  18.069231  18.571882]],[[152.88869   11.833861 151.7938    10.374755  18.34446   19.645342]]
[[150.73128   11.472246 149.70648   12.048607  18.064743  18.583218]],[[152.77774   11.706331 151.69556   10.842968  18.35714   19.796576]]
[[150.77197   11.44965  149.75084   12.199601  18.065205  18.595175]],[[152.73813   11.549112 151.67331   11.332415  18.404388  19.952522]]
[[150.81404   11.422816 149.79683   12.333374  18.068813  18.611652]],[[152.7361    11.4002   151.68848   11.799698  18.416805  20.069225]]
[[150.85341   11.395817 149.84052   12.4415    18.082342  18.638502]],[[152.78114   11.289145 151.74829   12.134518  18.362165  20.11293 ]]
[[150.88927   11.372037 149.88046   12.55918   18.109497  18.68977 ]],[[152.91475   11.251623 151.88855   12.262708  18.252295  20.082474]]
[[150.92722   11.354061 149.91968   12.668908  18.146498  18.756472]],[[153.2892    11.221631 152.26405   11.913855  18.274696  19.971027]]
[[150.96199   11.334674 149.95511   12.756116  18.183512  18.822035]],[[153.76685   11.043547 152.79472   11.010825  18.589922  20.181576]]
[[150.99693   11.316001 149.99094   12.801474  18.219988  18.878687]],[[154.20851   10.858509 153.29095   10.045574  18.962362  20.54401 ]]
[[151.03265   11.302797 150.0259    12.873187  18.266819  18.967648]],[[154.59357    10.7505245 153.7031      9.550692   19.329079   21.063604 ]]
[[151.0593    11.292531 150.05112   12.901373  18.314522  19.041431]],[[154.9993    10.990305 154.06317    9.299532  19.213547  20.908377]]
[[151.08447   11.284789 150.07504   12.891221  18.358255  19.096388]],[[155.21933   11.324934 154.20415    9.423197  19.090038  20.688019]]
[[151.10469   11.272978 150.09482   12.867656  18.394232  19.14213 ]],[[155.18323   11.634109 154.08832    9.670717  18.912746  20.383303]]
[[151.11981   11.268333 150.10835   12.834859  18.435108  19.194792]],[[155.01225   11.870995 153.84459    9.995305  18.821209  20.11478 ]]
[[151.1335    11.263281 150.12134   12.789504  18.476028  19.249899]],[[155.12325   12.053647 153.89487   10.148602  18.76687   19.729753]]
[[151.14615   11.259945 150.13284   12.723714  18.518805  19.298689]],[[155.70198   12.057247 154.45587   10.676941  18.619799  19.337711]]
[[151.15306   11.26155  150.13759   12.641423  18.558311  19.337816]],[[156.18434   11.643445 155.01935   11.981185  18.351013  19.252728]]
